100,100,76.7,Verizon
100,100,62.9,Verizon
100,100,75.4,Verizon
100,100,68,Verizon
100,100,51.5,Verizon
100,100,57.8,Verizon
100,100,79,Verizon
100,100,52.3,Verizon
100,100,56.7,Verizon
100,100,57.3,Verizon
100,100,72.3,Verizon
100,100,61,Verizon
100,100,74.1,Verizon
100,100,53.8,Verizon
100,100,48.3,Verizon
100,100,63,Verizon
100,100,49.7,Verizon
100,100,72.2,Verizon
100,100,44.5,Verizon
100,100,67.6,Verizon
100,100,48.4,Verizon
100,100,72.4,Verizon
100,100,76.1,Verizon
100,100,41.7,Verizon
100,100,56.8,Verizon
100,100,70.1,Verizon
100,100,46.9,Verizon
100,100,77.6,Verizon
100,100,71.3,Verizon
100,100,73.7,Verizon
100,100,78.3,Verizon
100,100,64.9,Verizon
100,100,75.8,Verizon
100,100,76.4,Verizon
100,100,53.4,Verizon
100,100,79.5,Verizon
100,100,54,Verizon
100,100,73.2,Verizon
100,100,60.8,Verizon
100,100,52.3,Verizon
100,100,72.6,Verizon
100,100,39.7,Verizon
100,100,49.5,Verizon
100,100,72.5,Verizon
100,100,76.6,Verizon
100,100,72.3,Verizon
100,100,43.5,Verizon
100,100,73.6,Verizon
100,100,65.3,Verizon
100,100,68.2,Verizon
100,100,70.7,Verizon
100,100,63.3,Verizon
100,100,56.7,Verizon
100,100,77.7,Verizon
100,100,63.3,Verizon
100,100,77.5,Verizon
100,100,58.9,Verizon
100,100,59.3,Verizon
100,100,78.7,Verizon
100,100,67.6,Verizon
100,100,75.6,Verizon
100,100,66,Verizon
100,100,71.4,Verizon
100,100,50.4,Verizon
100,100,48.6,Verizon
100,100,58.2,Verizon
100,100,45.1,Verizon
100,100,63.5,Verizon
100,100,55,Verizon
100,100,57.7,Verizon
100,100,78.2,Verizon
100,100,74.7,Verizon
100,100,47.7,Verizon
100,100,77,Verizon
100,100,76,Verizon
100,100,69.9,Verizon
100,100,66.4,Verizon
100,100,45.2,Verizon
100,100,62.6,Verizon
100,100,77,Verizon
100,100,67.2,Verizon
100,100,39.2,Verizon
100,100,65.8,Verizon
100,100,43.9,Verizon
100,100,44.9,Verizon
100,100,58.6,Verizon
100,100,38.8,Verizon
100,100,45,Verizon
100,100,77.4,Verizon
100,100,48.4,Verizon
100,100,57.1,Verizon
100,100,77.5,Verizon
100,100,43.8,Verizon
100,100,46,Verizon
100,100,63,Verizon
100,100,42.1,Verizon
100,100,53.6,Verizon
100,100,76.5,Verizon
100,100,74.7,Verizon
100,100,77,Verizon
100,100,62.1,Verizon
100,100,49.2,Verizon
100,100,71.6,Verizon
100,100,78.5,Verizon
100,100,67,Verizon
100,100,76.5,Verizon
100,100,46.9,Verizon
100,100,44,Verizon
100,100,53.5,Verizon
100,100,46.3,Verizon
100,100,45.5,Verizon
100,100,71.5,Verizon
100,100,74.5,Verizon
100,100,70.7,Verizon
100,100,64,Verizon
100,100,46.5,Verizon
100,100,59.3,Verizon
100,100,71.2,Verizon
100,100,54.2,Verizon
100,100,77.5,Verizon
100,100,90.4,Verizon
100,100,89.4,Verizon
100,100,100.8,Verizon
100,100,86.5,Verizon
100,100,99.3,Verizon
100,100,104.9,Verizon
100,100,103.6,Verizon
100,100,88.9,Verizon
100,100,104.7,Verizon
100,100,102.7,Verizon
100,100,99.3,Verizon
100,100,103.8,Verizon
100,100,100.1,Verizon
100,100,98.6,Verizon
100,100,100.6,Verizon
100,100,106.7,Verizon
100,100,93.5,Verizon
100,100,102.6,Verizon
100,100,108.4,Verizon
100,100,95.5,Verizon
100,100,94.7,Verizon
100,100,98.1,Verizon
100,100,91.7,Verizon
100,100,98.2,Verizon
100,100,94.5,Verizon
100,100,107.4,Verizon
100,100,104.6,Verizon
100,100,97.1,Verizon
100,100,107,Verizon
100,100,104.7,Verizon
100,100,108.6,Verizon
100,100,101.8,Verizon
100,100,94.3,Verizon
100,100,107.8,Verizon
100,100,103.8,Verizon
100,100,100.6,Verizon
100,100,93.3,Verizon
100,100,105.8,Verizon
100,100,97.5,Verizon
100,100,90.9,Verizon
100,100,101.8,Verizon
100,100,100.3,Verizon
100,100,99.6,Verizon
100,100,102.9,Verizon
100,100,101.6,Verizon
100,100,95.9,Verizon
100,100,94.2,Verizon
100,100,105.1,Verizon
100,100,98.4,Verizon
100,100,90.5,Verizon
100,100,102.5,Verizon
100,100,103.2,Verizon
100,100,91.9,Verizon
100,100,104.2,Verizon
100,100,96.8,Verizon
100,100,99.6,Verizon
100,100,103.5,Verizon
100,100,109.8,Verizon
100,100,99.7,Verizon
100,100,97.7,Verizon
100,100,95.8,Verizon
100,100,93.5,Verizon
100,100,109.7,Verizon
100,100,94.7,Verizon
100,100,108,Verizon
100,100,108.4,Verizon
100,100,86.6,Verizon
100,100,96.6,Verizon
100,100,103.9,Verizon
100,100,100.5,Verizon
100,100,89.5,Verizon
100,100,97.9,Verizon
100,100,106.3,Verizon
100,100,84.5,Verizon
100,100,106.7,Verizon
100,100,87.1,Verizon
100,100,94.4,Verizon
100,100,105.4,Verizon
100,100,91.2,Verizon
100,100,104.3,Verizon
100,100,97.2,Verizon
100,100,97.7,Verizon
100,100,96.9,Verizon
100,100,101.9,Verizon
100,100,93.9,Verizon
100,100,93.6,Verizon
100,100,99.3,Verizon
100,100,102.7,Verizon
100,100,102,Verizon
100,100,96.2,Verizon
100,100,96.8,Verizon
100,100,101.1,Verizon
100,100,103.2,Verizon
100,100,86.3,Verizon
100,100,92.6,Verizon
100,100,107.9,Verizon
100,100,107.3,Verizon
100,100,104.1,Verizon
100,100,92.8,Verizon
100,100,93.8,Verizon
100,100,89.1,Verizon
100,100,93.1,Verizon
100,100,108.7,Verizon
100,100,86.4,Verizon
100,100,84.6,Verizon
100,100,100.8,Verizon
100,100,100,Verizon
100,100,93,Verizon
100,100,97.9,Verizon
100,100,93.8,Verizon
100,100,102,Verizon
100,100,100.9,Verizon
100,100,85.6,Verizon
100,100,101,Verizon
100,100,96.3,Verizon
100,100,96.3,Verizon
100,100,90.8,Verizon
100,100,93.7,Verizon
100,100,93.2,Verizon
100,100,107.7,Verizon